mal_id,title,title_english,title_japanese,score,scored_by,rank,popularity,members,favorites,episodes,duration,year,season,type,status,rating,source,genres,themes,demographics,studios,producers,licensors,synopsis,background
52991,Sousou no Frieren,Frieren: Beyond Journey's End,葬送のフリーレン,9.29,723307.0,1.0,131,1209681,75459,28.0,24 min per ep,2023.0,fall,TV,Finished Airing,PG-13 - Teens 13 or older,Manga,"Adventure, Drama, Fantasy",,Shounen,Madhouse,"Aniplex, Dentsu, Shogakukan-Shueisha Productions, Nippon Television Network, TOHO animation, Shogakukan",Crunchyroll,"During their decade-long quest to defeat the Demon King, the members of the hero's party—Himmel himself, the priest Heiter, the dwarf warrior Eisen, and the elven mage Frieren—forge bonds through adventures and battles, creating unforgettable precious memories for most of them.

However, the time that Frieren spends with her comrades is equivalent to merely a fraction of her life, which has lasted over a thousand years. When the party disbands after their victory, Frieren casually returns to her","Sousou no Frieren was released on Blu-ray and DVD in seven volumes from January 24, 2024, to July 17, 2024."
5114,Fullmetal Alchemist: Brotherhood,Fullmetal Alchemist: Brotherhood,鋼の錬金術師 FULLMETAL ALCHEMIST,9.1,2244366.0,2.0,3,3568701,236313,64.0,24 min per ep,2009.0,spring,TV,Finished Airing,R - 17+ (violence & profanity),Manga,"Action, Adventure, Drama, Fantasy",Military,Shounen,Bones,"Aniplex, Square Enix, Mainichi Broadcasting System, Techno Sound","Funimation, Aniplex of America","After a horrific alchemy experiment goes wrong in the Elric household, brothers Edward and Alphonse are left in a catastrophic new reality. Ignoring the alchemical principle banning human transmutation, the boys attempted to bring their recently deceased mother back to life. Instead, they suffered brutal personal loss: Alphonse's body disintegrated while Edward lost a leg and then sacrificed an arm to keep Alphonse's soul in the physical realm by binding it to a hulking suit of armor.

The broth",
9253,Steins;Gate,Steins;Gate,STEINS;GATE,9.07,1480451.0,3.0,14,2731810,197958,24.0,24 min per ep,2011.0,spring,TV,Finished Airing,PG-13 - Teens 13 or older,Visual novel,"Drama, Sci-Fi, Suspense","Psychological, Time Travel",,White Fox,"Frontier Works, Media Factory, Kadokawa Shoten, Movic, AT-X, Kadokawa Pictures Japan, Nitroplus",Funimation,"Eccentric scientist Rintarou Okabe has a never-ending thirst for scientific exploration. Together with his ditzy but well-meaning friend Mayuri Shiina and his roommate Itaru Hashida, Okabe founds the Future Gadget Laboratory in the hopes of creating technological innovations that baffle the human psyche. Despite claims of grandeur, the only notable ""gadget"" the trio have created is a microwave that has the mystifying power to turn bananas into green goo.

However, when Okabe attends a conference",Steins;Gate is based on 5pb. and Nitroplus' visual novel of the same title released in 2009. It serves as the second entry in the Science Adventure series.
38524,Shingeki no Kyojin Season 3 Part 2,Attack on Titan Season 3 Part 2,進撃の巨人 Season3 Part.2,9.05,1724114.0,4.0,21,2489633,61702,10.0,23 min per ep,2019.0,spring,TV,Finished Airing,R - 17+ (violence & profanity),Manga,"Action, Drama, Suspense","Gore, Military, Survival",Shounen,Wit Studio,"Production I.G, Dentsu, Mainichi Broadcasting System, Pony Canyon, Kodansha, Techno Sound, Pony Canyon Enterprises",Funimation,"Seeking to restore humanity's diminishing hope, the Survey Corps embark on a mission to retake Wall Maria, where the battle against the merciless ""Titans"" takes the stage once again.

Returning to the tattered Shiganshina District that was once his home, Eren Yeager and the Corps find the town oddly unoccupied by Titans. Even after the outer gate is plugged, they strangely encounter no opposition. The mission progresses smoothly until Armin Arlert, highly suspicious of the enemy's absence, disco",Shingeki no Kyojin Season 3 Part 2 adapts content from volumes 18-22 of Hajime Isayama's award-winning manga of the same name.
28977,Gintama°,Gintama Season 4,銀魂°,9.05,266335.0,6.0,343,675044,17295,51.0,24 min per ep,2015.0,spring,TV,Finished Airing,PG-13 - Teens 13 or older,Manga,"Action, Comedy, Sci-Fi","Gag Humor, Historical, Parody, Samurai",Shounen,Bandai Namco Pictures,"TV Tokyo, Aniplex, Dentsu","Funimation, Crunchyroll","Gintoki, Shinpachi, and Kagura return as the fun-loving but broke members of the Yorozuya team! Living in an alternate-reality Edo, where swords are prohibited and alien overlords have conquered Japan, they try to thrive on doing whatever work they can get their hands on. However, Shinpachi and Kagura still haven't been paid... Does Gin-chan really spend all that cash playing pachinko?

Meanwhile, when Gintoki drunkenly staggers home one night, an alien spaceship crashes nearby. A fatally injure",
39486,Gintama: The Final,Gintama: The Very Final,銀魂 THE FINAL,9.05,82280.0,5.0,1516,173894,4537,1.0,1 hr 44 min,,,Movie,Finished Airing,PG-13 - Teens 13 or older,Manga,"Action, Comedy, Drama, Sci-Fi","Gag Humor, Historical, Parody, Samurai",Shounen,Bandai Namco Pictures,"TV Tokyo, Aniplex, Dentsu, Bandai, Warner Bros. Japan, Shueisha",Eleven Arts,"Two years have passed following the Tendoshuu's invasion of the O-Edo Central Terminal. Since then, the Yorozuya have gone their separate ways. Foreseeing Utsuro's return, Gintoki Sakata begins surveying Earth's ley lines for traces of the other man's Altana. After an encounter with the remnants of the Tendoshuu—who continue to press on in search of immortality—Gintoki returns to Edo.

Later, the regrouped Shinsengumi and Yorozuya begin an attack on the occupied Central Terminal. With the Altana","As of March 2021, Gintama: The Final has earned a franchise record of 1.85 billion yen (16.94 million USD) and debuted at No. 1 at the Japanese box office. The film concludes the Gintama anime series,"
60022,One Piece Fan Letter,,ONE PIECE FAN LETTER,9.03,91549.0,8.0,1966,125544,2343,1.0,24 min,,,TV Special,Finished Airing,PG-13 - Teens 13 or older,Light novel,"Action, Adventure, Fantasy",,Shounen,Toei Animation,,,"Although the golden age of piracy is about to reach new heights, most people do not seek the glory of finding the elusive One Piece—a treasure signifying a new conqueror of all seas that was once embodied by the legendary King of the Pirates, Gol D. Roger. However, even if civilians generally despise pirates, they secretly cheer for at least one of them. 

One red-headed girl from Sabaody Archipelago is no exception: She reveres Nami, the ingenious female navigator of Monkey D. Luffy's Straw Hat",This work serves to commemorate the 25th anniversary of the One Piece anime.
11061,Hunter x Hunter (2011),Hunter x Hunter,HUNTER×HUNTER（ハンター×ハンター）,9.03,1907475.0,7.0,8,3072984,223468,148.0,23 min per ep,2011.0,fall,TV,Finished Airing,PG-13 - Teens 13 or older,Manga,"Action, Adventure, Fantasy",,Shounen,Madhouse,"VAP, Nippon Television Network, Shueisha",VIZ Media,"Hunters devote themselves to accomplishing hazardous tasks, all from traversing the world's uncharted territories to locating rare items and monsters. Before becoming a Hunter, one must pass the Hunter Examination—a high-risk selection process in which most applicants end up handicapped or worse, deceased.

Ambitious participants who challenge the notorious exam carry their own reason. What drives 12-year-old Gon Freecss is finding Ging, his father and a Hunter himself. Believing that he will me",
9969,Gintama',Gintama Season 2,銀魂',9.02,251366.0,10.0,405,596960,8472,51.0,24 min per ep,2011.0,spring,TV,Finished Airing,PG-13 - Teens 13 or older,Manga,"Action, Comedy, Sci-Fi","Gag Humor, Historical, Parody, Samurai",Shounen,Sunrise,"TV Tokyo, Aniplex, Dentsu, Trinity Sound, Miracle Robo, Shueisha",,"After a one-year hiatus, Shinpachi Shimura returns to Edo, only to stumble upon a shocking surprise: Gintoki and Kagura, his fellow Yorozuya members, have become completely different characters! Fleeing from the Yorozuya headquarters in confusion, Shinpachi finds that all the denizens of Edo have undergone impossibly extreme changes, in both appearance and personality. Most unbelievably, his sister Otae has married the Shinsengumi chief and shameless stalker Isao Kondou and is pregnant with thei",
15417,Gintama': Enchousen,Gintama: Enchousen,銀魂' 延長戦,9.02,175245.0,11.0,752,349316,3137,13.0,24 min per ep,2012.0,fall,TV,Finished Airing,PG-13 - Teens 13 or older,Manga,"Action, Comedy, Sci-Fi","Gag Humor, Historical, Parody, Samurai",Shounen,Sunrise,"TV Tokyo, Aniplex, Dentsu, Shueisha, Miracle Bus",,"While Gintoki Sakata was away, the Yorozuya found themselves a new leader: Kintoki, Gintoki's golden-haired doppelganger. In order to regain his former position, Gintoki will need the help of those around him, a troubling feat when no one can remember him! Between Kintoki and Gintoki, who will claim the throne as the main character?

In addition, Yorozuya make a trip back down to red-light district of Yoshiwara to aid an elderly courtesan in her search for her long-lost lover. Although the distr",
820,Ginga Eiyuu Densetsu,Legend of the Galactic Heroes,銀河英雄伝説,9.02,85084.0,9.0,751,349776,17293,110.0,26 min per ep,,,OVA,Finished Airing,R - 17+ (violence & profanity),Novel,"Drama, Sci-Fi","Adult Cast, Military, Space",,"K-Factory, Kitty Film Mitaka Studio","TV Tokyo, Kitty Films, Tokuma Shoten, Tokuma Japan Communications, Wright Staff",Sentai Filmworks,"The 150-year-long stalemate between the two interstellar superpowers, the Galactic Empire and the Free Planets Alliance, comes to an end when a new generation of leaders arises: the idealistic military genius Reinhard von Lohengramm, and the FPA's reserved historian, Yang Wenli.

While Reinhard climbs the ranks of the Empire with the aid of his childhood friend, Siegfried Kircheis, he must fight not only the war, but also the remnants of the crumbling Goldenbaum Dynasty in order to free his sist","Legend of the Galactic Heroes was adapted from a series of ten novels, published 1982–87, by Yoshiki Tanaka. The novels won the Seiun Award for the best long-form Japanese science fiction in 1988. At "
41467,Bleach: Sennen Kessen-hen,Bleach: Thousand-Year Blood War,BLEACH 千年血戦篇,8.99,350967.0,12.0,360,657048,22561,13.0,24 min per ep,2022.0,fall,TV,Finished Airing,R - 17+ (violence & profanity),Manga,"Action, Adventure, Supernatural",,Shounen,Studio Pierrot,"TV Tokyo, Aniplex, Dentsu, Shueisha",VIZ Media,"Substitute Soul Reaper Ichigo Kurosaki spends his days fighting against Hollows, dangerous evil spirits that threaten Karakura Town. Ichigo carries out his quest with his closest allies: Orihime Inoue, his childhood friend with a talent for healing; Yasutora Sado, his high school classmate with superhuman strength; and Uryuu Ishida, Ichigo's Quincy rival.

Ichigo's vigilante routine is disrupted by the sudden appearance of Asguiaro Ebern, a dangerous Arrancar who heralds the return of Yhwach, an","Bleach: Sennen Kessen-hen adapts volume 55 to volume 61 of the original manga. It was released on Blu-ray on April 26, 2023."
34096,Gintama.,Gintama Season 5,銀魂。,8.98,155921.0,13.0,784,339243,2796,12.0,24 min per ep,2017.0,winter,TV,Finished Airing,PG-13 - Teens 13 or older,Manga,"Action, Comedy, Sci-Fi","Gag Humor, Historical, Parody, Samurai",Shounen,Bandai Namco Pictures,"TV Tokyo, Aniplex, Dentsu, Shueisha",,"After joining the resistance against the bakufu, Gintoki and the gang are in hiding, along with Katsura and his Joui rebels. The Yorozuya is soon approached by Nobume Imai and two members of the Kiheitai, who explain that the Harusame pirates have turned against 7th Division Captain Kamui and their former ally Takasugi. The Kiheitai present Gintoki with a job: find Takasugi, who has been missing since his ship was ambushed in a Harusame raid. Nobume also makes a stunning revelation regarding the",
43608,Kaguya-sama wa Kokurasetai: Ultra Romantic,Kaguya-sama: Love is War -Ultra Romantic-,かぐや様は告らせたい-ウルトラロマンティック-,8.97,599842.0,14.0,166,1055058,32648,13.0,23 min per ep,2022.0,spring,TV,Finished Airing,PG-13 - Teens 13 or older,Manga,"Comedy, Romance",School,Seinen,A-1 Pictures,"Aniplex, Mainichi Broadcasting System, Magic Capsule, Shueisha, JR East Marketing & Communications",Aniplex of America,"The elite members of Shuchiin Academy's student council continue their competitive day-to-day antics. Council president Miyuki Shirogane clashes daily against vice-president Kaguya Shinomiya, each fighting tooth and nail to trick the other into confessing their romantic love. Kaguya struggles within the strict confines of her wealthy, uptight family, rebelling against her cold default demeanor as she warms to Shirogane and the rest of her friends.

Meanwhile, council treasurer Yuu Ishigami suffe",
42938,Fruits Basket: The Final,Fruits Basket: The Final Season,フルーツバスケット The Final,8.95,267844.0,15.0,452,539443,21090,13.0,23 min per ep,2021.0,spring,TV,Finished Airing,PG-13 - Teens 13 or older,Manga,"Drama, Romance, Supernatural",,Shoujo,TMS Entertainment,"TV Tokyo, TV Osaka, Nihon Ad Systems, Hakusensha, Avex Pictures, TMS Music, 8PAN",Funimation,"Hundreds of years ago, the Chinese zodiac spirits and their god swore to stay together eternally. United by this promise, the possessed members of the Souma family shall always return to each other under any circumstances. Yet, when these bonds shackle them from freedom, it becomes an undesirable burden—a curse. As head of the clan, Akito is convinced that he shares a special connection with the other Soumas. While he desperately clings to this fantasy, the rest of the family remains isolated an",
4181,Clannad: After Story,Clannad: After Story,CLANNAD〜AFTER STORY〜 クラナド アフターストーリー,8.93,687089.0,16.0,121,1256720,72527,24.0,24 min per ep,2008.0,fall,TV,Finished Airing,PG-13 - Teens 13 or older,Visual novel,"Drama, Romance",,,Kyoto Animation,"Pony Canyon, TBS, Rakuonsha, Animation Do",Sentai Filmworks,"Tomoya Okazaki and Nagisa Furukawa have graduated from high school, and together, they experience the emotional rollercoaster of growing up. Unable to decide on a course for his future, Tomoya learns the value of a strong work ethic and discovers the strength of Nagisa's support. Through the couple's dedication and unity of purpose, they push forward to confront their personal problems, deepen their old relationships, and create new bonds.

Time also moves on in the Illusionary World. As the pla",
918,Gintama,Gintama,銀魂,8.93,415290.0,17.0,146,1127275,60947,201.0,24 min per ep,2006.0,spring,TV,Finished Airing,PG-13 - Teens 13 or older,Manga,"Action, Comedy, Sci-Fi","Gag Humor, Historical, Parody, Samurai",Shounen,Sunrise,"TV Tokyo, Aniplex, Dentsu, Trinity Sound, Miracle Robo, Shueisha","Sentai Filmworks, Crunchyroll","Edo is a city that was home to the vigor and ambition of samurai across the country. However, following feudal Japan's surrender to powerful aliens known as the ""Amanto,"" those aspirations now seem unachievable. With the once-influential shogunate rebuilt as a puppet government, a new law is passed that promptly prohibits all swords in public. 

Enter Gintoki Sakata, an eccentric silver-haired man who always carries around a wooden sword and maintains his stature as a samurai despite the ban. As","Gintama adapts chapters 1-292 of original manga. The series received high-definition reruns of older episodes by TV Tokyo from April 5, 2010, to March 28, 2011, under the name Yorinuki Gintama-san, wh"
28851,Koe no Katachi,A Silent Voice,聲の形,8.93,1735282.0,18.0,19,2519677,93527,1.0,2 hr 10 min,,,Movie,Finished Airing,PG-13 - Teens 13 or older,Manga,"Award Winning, Drama",,Shounen,Kyoto Animation,"Shochiku, Pony Canyon, Kodansha, ABC Animation, Quaras","Eleven Arts, NYAV Post, GKIDS","As a wild youth, elementary school student Shouya Ishida sought to beat boredom in the cruelest ways. When the deaf Shouko Nishimiya transfers into his class, Shouya and the rest of his class thoughtlessly bully her for fun. However, when her mother notifies the school, he is singled out and blamed for everything done to her. With Shouko transferring out of the school, Shouya is left at the mercy of his classmates. He is heartlessly ostracized all throughout elementary and middle school, while t",Koe no Katachi won the following awards: Japanese Movie Critics Awards for Best Animation Feature Film in 2016; Japanese Academy Award for Excellent Animation of the Year in 2016; Tokyo Anime Award Fe
58514,Kusuriya no Hitorigoto 2nd Season,The Apothecary Diaries Season 2,薬屋のひとりごと 第2期,8.91,175564.0,19.0,668,390444,5681,24.0,24 min per ep,2025.0,winter,TV,Finished Airing,PG-13 - Teens 13 or older,Light novel,"Drama, Mystery","Historical, Medical",,"OLM, TOHO animation STUDIO","Dentsu, Square Enix, Nippon Television Network, TOHO animation, Sound Team Don Juan, Shogakukan, Imagica Infos",,"Using her wit and vast knowledge of medicines and poisons alike, Maomao played a pivotal role in solving a series of mysteries and conspiracies that plagued the imperial court. Having recently come to terms with the secrets of her parents, she returns to fulfill her normal duties on behalf of the emperor's highest-ranking consorts. Maomao also works alongside the eunuch Jinshi to better the consorts' many ladies-in-waiting, including helping them learn to read.

However, with the arrival of a me","Kusuriya no Hitorigoto 2nd Season aired on Nippon TV's Friday Anime Night block. It was released on Blu-ray in four volumes by Toho from April 16, 2025, to October 15, 2025. The series adapts the thir"
2904,Code Geass: Hangyaku no Lelouch R2,Code Geass: Lelouch of the Rebellion R2,コードギアス 反逆のルルーシュ R2,8.91,1262235.0,20.0,47,1896558,79479,25.0,24 min per ep,2008.0,spring,TV,Finished Airing,R - 17+ (violence & profanity),Original,"Action, Award Winning, Drama, Sci-Fi","Mecha, Military, Super Power",,Sunrise,"Bandai Visual, Mainichi Broadcasting System, Bandai, Bandai Namco Entertainment, Hakuhodo DY Media Partners","Funimation, Bandai Entertainment","One year has passed since the Black Rebellion, a failed uprising against the Holy Britannian Empire led by the masked vigilante Zero, who is now missing. At a loss without their revolutionary leader, Area 11's resistance group—the Black Knights—find themselves too powerless to combat the brutality inflicted upon the Elevens by Britannia, which has increased significantly in order to crush any hope of a future revolt. 

Lelouch Lamperouge, having lost all memory of his double life, is living peac",Code Geass: Hangyaku no Lelouch R2 is an original anime series by Sunrise animation studio with original character designs by the all-female Japanese manga artist group CLAMP. Manga and light novels b
35180,3-gatsu no Lion 2nd Season,March Comes In Like a Lion 2nd Season,3月のライオン 第2シリーズ,8.9,210683.0,21.0,593,428522,15314,22.0,25 min per ep,2017.0,fall,TV,Finished Airing,PG-13 - Teens 13 or older,Manga,Drama,"Childcare, Strategy Game",Seinen,Shaft,"Aniplex, Dentsu, NHK, Hakusensha, Asmik Ace, Toy's Factory",Aniplex of America,"Now in his second year of high school, Rei Kiriyama continues pushing through his struggles in the professional shogi world as well as his personal life. Surrounded by vibrant personalities at the shogi hall, the school club, and in the local community, his solitary shell slowly begins to crack. Among them are the three Kawamoto sisters—Akari, Hinata, and Momo—who forge an affectionate and familial bond with Rei. Through these ties, he realizes that everyone is burdened by their own emotional ha",
15335,Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare,Gintama: The Movie: The Final Chapter: Be Forever Yorozuya,劇場版 銀魂 完結篇 万事屋よ永遠なれ,8.9,142068.0,22.0,1048,256841,2143,1.0,1 hr 50 min,,,Movie,Finished Airing,PG-13 - Teens 13 or older,Manga,"Action, Comedy, Sci-Fi","Gag Humor, Historical, Parody, Samurai, Time Travel",Shounen,Sunrise,"TV Tokyo, Aniplex, Dentsu, Bandai, Warner Bros. Japan, Shueisha",,"When Gintoki apprehends a movie pirate at a premiere, he checks the camera's footage and finds himself transported to a bleak, post-apocalyptic version of Edo, where a mysterious epidemic called the ""White Plague"" has ravished the world's population. It turns out that the movie pirate wasn't a pirate after all—it was an android time machine, and Gintoki has been hurtled five years into the future! Shinpachi and Kagura, his Yorozuya cohorts, have had a falling out and are now battle-hardened solo",
19,Monster,Monster,モンスター,8.89,481143.0,23.0,119,1261082,59033,74.0,24 min per ep,2004.0,spring,TV,Finished Airing,R+ - Mild Nudity,Manga,"Drama, Mystery, Suspense","Adult Cast, Psychological",Seinen,Madhouse,"VAP, Nippon Television Network, Arts Pro","VIZ Media, Discotek Media","Dr. Kenzou Tenma, an elite neurosurgeon recently engaged to his hospital director's daughter, is well on his way to ascending the hospital hierarchy. That is until one night, a seemingly small event changes Dr. Tenma's life forever. While preparing to perform surgery on someone, he gets a call from the hospital director telling him to switch patients and instead perform life-saving brain surgery on a famous performer. His fellow doctors, fiancée, and the hospital director applaud his accomplishm",
37491,Gintama. Shirogane no Tamashii-hen - Kouhan-sen,Gintama. Silver Soul Arc - Second Half War,銀魂. 銀ノ魂篇 後半戦,8.88,103872.0,24.0,1228,218849,1083,14.0,24 min per ep,2018.0,summer,TV,Finished Airing,PG-13 - Teens 13 or older,Manga,"Action, Comedy, Sci-Fi","Gag Humor, Historical, Parody, Samurai",Shounen,Bandai Namco Pictures,"TV Tokyo, Aniplex, Dentsu, Shueisha",,"Following the temporary retreat of the Altana Liberation Army from the Kabuki District, the state of the war has seemingly improved. However, as the Oniwaban, Shinsengumi, and residents of the district combat the army's remnants, Edo's greatest inventor Gengai Hiraga is abducted. Responsible for causing the enemy's withdrawal by rendering their weapons useless, Gengai's nanomachine virus is now at risk of being shut down.

Meanwhile, a laser capable of obliterating a planet is activated in Earth","Gintama. Shirogane no Tamashii-hen - Kouhan-sen was released on Blu-ray and DVD from October 24, 2018, to February 27, 2019."
60489,Takopii no Genzai,Takopi's Original Sin,タコピーの原罪,8.86,104525.0,28.0,1284,207632,4398,6.0,23 min per ep,,,ONA,Finished Airing,R - 17+ (violence & profanity),Manga,"Drama, Sci-Fi","Psychological, Time Travel",Shounen,Enishiya,"TBS, Movic, Magic Capsule, KlockWorx, Good Smile Company, Toy's Factory, Toho Music",,"A squid-like creature, known as a Happian, leaves his home planet with the desire to spread happiness across the universe. He lands on Earth, but quickly finds himself in danger of captivity by its inhabitants. Fortunately, he is found by an unsmiling little girl named Shizuka Kuze, who feeds him and names him Takopii. Feeling indebted, Takopii decides to do everything in his power to bring a smile to her face.

The task is easier said than done, however. Shizuka is bullied by her classmates, sh",
51535,Shingeki no Kyojin: The Final Season - Kanketsu-hen,Attack on Titan: Final Season - The Final Chapters,進撃の巨人 The Final Season完結編,8.86,481539.0,27.0,270,798389,16806,2.0,1 hr 12 min per ep,,,TV Special,Finished Airing,R - 17+ (violence & profanity),Manga,"Action, Drama, Suspense","Gore, Military, Survival",Shounen,MAPPA,"Production I.G, Dentsu, Mainichi Broadcasting System, Pony Canyon, Kodansha, Techno Sound, Pony Canyon Enterprises",Funimation,"In the wake of Eren Yeager's cataclysmic actions, his friends and former enemies form an alliance against his genocidal rampage. Though once bitter foes, Armin Arlert, Mikasa Ackerman, and the remaining members of the Scout Regiment join forces with Reiner Braun and the survivors of the Marleyan military. Their meager united front sets out on a mission to stop Eren's wrath and—if possible—save their old comrade in the process.

As Eren pushes forward at any cost, he battles his own internal turm",Shingeki no Kyojin: The Final Season - Kanketsu-hen adapts content from volumes 32-34 of the original manga.
35247,Owarimonogatari 2nd Season,Owarimonogatari Second Season,終物語,8.86,205306.0,26.0,596,426518,8959,7.0,22 min per ep,,,TV Special,Finished Airing,R - 17+ (violence & profanity),Light novel,"Comedy, Mystery, Supernatural",Vampire,,Shaft,"Aniplex, Kodansha",Aniplex of America,"Following an encounter with oddity specialist Izuko Gaen, third-year high school student Koyomi Araragi wakes up in a strange, deserted void only to be greeted by a joyfully familiar face in an alarmingly unfamiliar place.  

Araragi, with the help of his girlfriend Hitagi Senjougahara, maneuvers through the webs of his past and the perplexities of the present in search of answers. However, fate once again delivers him to the eccentric transfer student Ougi Oshino, who brings forth an unexpected",Owarimonogatari 2nd Season adapts the fifth volume of NisiOisiN's Monogatari Series: Final Season.
54492,Kusuriya no Hitorigoto,The Apothecary Diaries,薬屋のひとりごと,8.86,393179.0,25.0,318,714142,23115,24.0,22 min per ep,2023.0,fall,TV,Finished Airing,PG-13 - Teens 13 or older,Light novel,"Drama, Mystery","Historical, Medical",,"OLM, TOHO animation STUDIO","Dentsu, Square Enix, Nippon Television Network, TOHO animation, Shogakukan, Imagica Infos",Crunchyroll,"Maomao, an apothecary's daughter, has been plucked from her peaceful life and sold to the lowest echelons of the imperial court. Now merely a maid, Maomao settles into her new mundane life and hides her extensive knowledge of medicine in order to avoid any unwanted attention.

Not long after Maomao's arrival, the emperor's infant children inexplicably begin to experience grave symptoms—almost as if a curse has been cast. The curious Maomao easily solves the mystery and, to remain out of the lime","Kusuriya no Hitorigoto was released on Blu-ray in four volumes from January 24, 2024, to July 17, 2024."
37987,Violet Evergarden Movie,Violet Evergarden: The Movie,劇場版 ヴァイオレット・エヴァーガーデン,8.84,320210.0,29.0,331,692305,9426,1.0,2 hr 20 min,,,Movie,Finished Airing,PG-13 - Teens 13 or older,Light novel,"Award Winning, Drama",,,Kyoto Animation,"Shochiku, ABC Animation",Funimation,"Several years have passed since the end of The Great War. As the radio tower in Leidenschaftlich continues to be built, telephones will soon become more relevant, leading to a decline in demand for ""Auto Memory Dolls."" Even so, Violet Evergarden continues to rise in fame after her constant success with writing letters. However, sometimes the one thing you long for is the one thing that does not appear.

Violet Evergarden Movie follows Violet as she continues to comprehend the concept of emotion ",Winner of the Excellence Award at the 24th Japan Media Arts Festival. It also won the Animation of the Year award in the Film category at the Tokyo Anime Award Festival in 2021. Also the winner of the
59571,Shingeki no Kyojin Movie: Kanketsu-hen - The Last Attack,Attack on Titan: The Last Attack,劇場版 進撃の巨人 完結編 THE LAST ATTACK,8.83,22728.0,30.0,3121,59871,438,1.0,2 hr 24 min,,,Movie,Finished Airing,R - 17+ (violence & profanity),Manga,"Action, Drama, Suspense","Gore, Military, Survival",Shounen,MAPPA,Pony Canyon,,A compilation movie for Shingeki no Kyojin: The Final Season - Kanketsu-hen.,
40682,Kingdom 3rd Season,Kingdom: Season 3,キングダム 第3シリーズ,8.83,49649.0,32.0,1986,123729,2498,26.0,25 min per ep,2020.0,spring,TV,Finished Airing,R - 17+ (violence & profanity),Manga,Action,"Historical, Military",Seinen,"Studio Pierrot, Studio Signpost",Shueisha,Funimation,"Following the successful Sanyou campaign, the Qin army, including 1,000-Man Commander Xin, inches ever closer to fulfilling King Ying Zheng's dream of unifying China. With a major geographical foothold in the state of Wei now under its control, Qin sets its sights eastward toward the remaining warring states.

Meanwhile Li Mu—an unparalleled strategist and the newly appointed prime minister of the state of Zhao—has taken advantage of Zhao's temporary truce with Qin to negotiate with the other st",Kingdom 3rd Season adapts chapters 261-364 of the original manga.
32281,Kimi no Na wa.,Your Name.,君の名は。,8.83,2024037.0,31.0,11,2936366,94121,1.0,1 hr 46 min,,,Movie,Finished Airing,PG-13 - Teens 13 or older,Original,"Award Winning, Drama",,,CoMix Wave Films,"TOHO, Sound Team Don Juan, Lawson HMV Entertainment, Amuse, JR East Marketing & Communications, Kadokawa, voque ting","Funimation, NYAV Post","Mitsuha Miyamizu, a high school girl, yearns to live the life of a boy in the bustling city of Tokyo—a dream that stands in stark contrast to her present life in the countryside. Meanwhile in the city, Taki Tachibana lives a busy life as a high school student while juggling his part-time job and hopes for a future in architecture.

One day, Mitsuha awakens in a room that is not her own and suddenly finds herself living the dream life in Tokyo—but in Taki's body! Elsewhere, Taki finds himself liv",Kimi no Na wa. won the LAFCA Animation Award in 2016 and the Best Animated Film in 2017 by Mainichi Film Awards. It also won the Grand Prize Award on the 20th Japan Media Arts Festival.
49387,Vinland Saga Season 2,Vinland Saga Season 2,ヴィンランド・サガ SEASON2,8.82,431909.0,33.0,283,779491,18764,24.0,25 min per ep,2023.0,winter,TV,Finished Airing,R - 17+ (violence & profanity),Manga,"Action, Adventure, Drama","Gore, Historical",Seinen,MAPPA,"Dentsu, Kodansha, Twin Engine",Sentai Filmworks,"After his father's death and the destruction of his village at the hands of English raiders, Einar wishes for a peaceful life with his family on their newly rebuilt farms. However, fate has other plans: his village is invaded once again. Einar watches helplessly as the marauding Danes burn his lands and slaughter his family. The invaders capture Einar and take him back to Denmark as a slave. 

Einar clings to his mother's final words to survive. He is purchased by Ketil, a kind slave owner and l","Vinland Saga Season 2 was released on Blu-ray and DVD in two volumes from June 21, 2023, to August 23, 2023."
36838,Gintama. Shirogane no Tamashii-hen,Gintama. Silver Soul Arc,銀魂. 銀ノ魂篇,8.81,112667.0,34.0,1167,231359,1214,12.0,24 min per ep,2018.0,winter,TV,Finished Airing,PG-13 - Teens 13 or older,Manga,"Action, Comedy, Sci-Fi","Gag Humor, Historical, Parody, Samurai",Shounen,Bandai Namco Pictures,"TV Tokyo, Aniplex, Dentsu, Shueisha",,"After the fierce battle on Rakuyou, the untold past and true goal of the immortal Naraku leader, Utsuro, are finally revealed. By corrupting the Altana reserves of several planets, Utsuro has successfully triggered the intervention of the Tendoshuu’s greatest enemy: the Altana Liberation Army. With Earth as the main battleground in this interplanetary war, Utsuro's master plan to destroy the planet—and himself—is nearly complete. 

An attack on the O-Edo Central Terminal marks the beginning of t",
